customerID,age,gender,Contract,MonthlyCharges,TotalCharges,TechSupport,InternetService,tenure,PaperlessBilling,PaymentMethod,Churn
3737-GCSPV,26,Female,Month-to-month,96.2,1222.05,Yes,Fiber optic,11,Yes,Credit card (automatic),Yes
2027-WKXMW,23,Female,Month-to-month,108.75,6871.7,Yes,Fiber optic,63,Yes,Electronic check,No
7137-NAXML,20,Male,One year,20.15,405.6,No internet service,No,23,No,Bank transfer (automatic),No
2428-ZMCTB,23,Male,Month-to-month,19.75,208.25,No internet service,No,10,No,Credit card (automatic),No
2961-VNFKL,23,Female,Two year,25.95,1801.9,No internet service,No,71,Yes,Credit card (automatic),No
1768-HNVGJ,25,Female,Month-to-month,70.05,3062.45,Yes,DSL,45,Yes,Electronic check,No
6963-KQYQB,26,Female,Two year,24.05,1764.75,No internet service,No,70,No,Mailed check,No
5934-RMPOV,26,Female,Month-to-month,84.75,1816.75,No,Fiber optic,22,Yes,Electronic check,No
1207-BLKSA,19,Female,Two year,23.05,1255.1,No internet service,No,52,No,Mailed check,No
4088-YLDSU,26,Male,One year,104.15,5743.05,Yes,Fiber optic,55,Yes,Electronic check,Yes
8316-BBQAY,19,Female,Two year,59.95,3921.1,Yes,DSL,65,No,Credit card (automatic),No
1166-PQLGG,19,Female,Two year,19.55,1463.45,No internet service,No,72,No,Bank transfer (automatic),No
3146-JTQHR,30,Male,One year,19.6,189.45,No internet service,No,10,No,Bank transfer (automatic),No
4291-YZODP,24,Female,One year,20.05,96.8,No internet service,No,7,No,Mailed check,No
4395-PZMSN,24,Male,Month-to-month,85.55,408.5,No,Fiber optic,5,Yes,Electronic check,No
6427-FEFIG,21,Female,Two year,78.6,1846.65,No,DSL,24,No,Credit card (automatic),No
0017-IUDMW,30,Female,Two year,116.8,8456.75,Yes,Fiber optic,72,Yes,Credit card (automatic),No
8706-HRADD,29,Male,Month-to-month,43.55,1011.5,Yes,DSL,21,Yes,Mailed check,No
9955-QOPOY,19,Male,One year,60.8,4263.4,Yes,DSL,69,Yes,Credit card (automatic),No
4385-ZKVNW,25,Male,Month-to-month,54.9,2549.1,Yes,DSL,44,Yes,Bank transfer (automatic),No
5446-DKWYW,20,Female,One year,65.2,3965.05,No,DSL,61,Yes,Electronic check,No
2034-CGRHZ,23,Male,Month-to-month,102.95,2496.7,No,Fiber optic,24,Yes,Credit card (automatic),Yes
5797-APWZC,26,Female,Month-to-month,90.6,90.6,No,Fiber optic,1,No,Electronic check,Yes
3683-QKIUE,22,Female,Month-to-month,50.8,288.05,Yes,DSL,6,Yes,Bank transfer (automatic),Yes
4228-ZGYUW,29,Male,Month-to-month,90.05,368.1,No,Fiber optic,4,Yes,Electronic check,Yes
9031-ZVQPT,21,Male,Two year,108.2,7840.6,Yes,Fiber optic,72,Yes,Electronic check,No
2990-IAJSV,25,Male,Two year,92,6632.75,Yes,DSL,72,No,Bank transfer (automatic),No
8107-KNCIM,29,Male,Month-to-month,75.1,1013.35,No,Fiber optic,14,Yes,Electronic check,No
9027-YFHQJ,24,Male,Month-to-month,25.05,152.95,No internet service,No,7,Yes,Bank transfer (automatic),No
5176-LDKUH,28,Female,One year,75.15,3772.65,No,Fiber optic,48,No,Electronic check,No
4644-OBGFZ,29,Male,One year,19.5,1026.35,No internet service,No,55,No,Mailed check,No
7926-IJOOU,25,Male,Month-to-month,19.3,19.3,No internet service,No,1,No,Credit card (automatic),No
6480-YAGIY,30,Male,One year,112.2,5031.85,Yes,Fiber optic,45,No,Credit card (automatic),No
4029-HPFVY,20,Male,Month-to-month,70.3,220.4,No,Fiber optic,3,Yes,Mailed check,No
7602-DBTOU,24,Female,Two year,19.6,1416.5,No internet service,No,71,No,Mailed check,No
5345-BMKWB,25,Male,Month-to-month,20.25,158.35,No internet service,No,8,No,Mailed check,No
3519-ZKXGG,28,Female,Month-to-month,75.85,256.6,No,Fiber optic,3,Yes,Electronic check,Yes
5457-COLHT,28,Male,Two year,80.65,5542.55,Yes,DSL,69,No,Bank transfer (automatic),No
6416-TVAIH,26,Male,Month-to-month,68.5,68.5,No,Fiber optic,1,Yes,Electronic check,Yes
5451-YHYPW,22,Female,Two year,115.75,8443.7,Yes,Fiber optic,72,Yes,Credit card (automatic),No
5108-ADXWO,26,Male,Month-to-month,73.5,791.75,No,Fiber optic,11,Yes,Electronic check,Yes
7998-WNZEM,28,Male,Two year,80.6,5708.2,Yes,DSL,71,No,Bank transfer (automatic),No
3066-RRJIO,24,Female,Month-to-month,69.95,69.95,No,Fiber optic,1,Yes,Mailed check,Yes
4664-NJCMS,25,Female,Two year,59.55,2016.3,Yes,DSL,33,No,Bank transfer (automatic),No
0307-BCOPK,21,Female,One year,19.05,326.65,No internet service,No,16,No,Mailed check,No
7629-WFGLW,28,Female,One year,95.65,5471.75,Yes,Fiber optic,56,No,Electronic check,No
2542-HYGIQ,21,Female,Month-to-month,19.95,19.95,No internet service,No,1,No,Credit card (automatic),No
6715-OFDBP,23,Male,Month-to-month,70.05,346.4,No,DSL,5,Yes,Electronic check,Yes
5016-LIPDW,23,Male,One year,19.4,1061.6,No internet service,No,57,No,Mailed check,No
6481-LXPWL,24,Male,One year,36.1,1971.5,No,DSL,56,Yes,Credit card (automatic),No
1567-DSCIC,26,Male,Month-to-month,94,773.65,No,Fiber optic,8,Yes,Electronic check,Yes
2150-UWTFY,27,Female,Month-to-month,61.15,1422.05,No,DSL,22,No,Mailed check,Yes
6124-ACRHJ,26,Female,Month-to-month,19.75,19.75,No internet service,No,1,No,Mailed check,No
9362-MWODR,25,Female,Month-to-month,64.1,2460.35,Yes,DSL,40,Yes,Credit card (automatic),No
9975-GPKZU,23,Male,Two year,19.75,856.5,No internet service,No,46,No,Credit card (automatic),No
9625-RZFUK,21,Male,Two year,19.7,1275.85,No internet service,No,63,No,Mailed check,No
5153-LXKDT,21,Male,Two year,110.2,7467.5,No,Fiber optic,68,Yes,Electronic check,No
5161-UBZXI,30,Male,Two year,106.35,7261.75,Yes,Fiber optic,69,Yes,Credit card (automatic),No
1020-JPQOW,22,Female,Month-to-month,90.55,5116.6,Yes,Fiber optic,56,No,Electronic check,No
7919-ZODZZ,29,Female,One year,65.9,660.05,No,DSL,10,Yes,Mailed check,No
0565-JUPYD,23,Male,One year,104.5,6590.8,Yes,Fiber optic,63,No,Credit card (automatic),No
6867-ACCZI,30,Female,Two year,52.5,1208.15,Yes,DSL,24,Yes,Mailed check,No
5939-XAIXZ,28,Female,Month-to-month,56.1,1033.9,No,DSL,19,Yes,Mailed check,No
9054-FOWNV,23,Male,Month-to-month,88.75,1885.15,No,Fiber optic,22,Yes,Electronic check,No
2683-BPJSO,27,Male,Month-to-month,84.45,2467.1,No,Fiber optic,29,Yes,Electronic check,Yes
2157-MXBJS,19,Male,One year,75.3,989.45,No,DSL,13,Yes,Mailed check,Yes
8207-VVMYB,21,Female,Two year,26,2006.95,No internet service,No,70,Yes,Bank transfer (automatic),No
9732-EQMWY,27,Female,Month-to-month,99.4,5025,No,Fiber optic,49,No,Electronic check,No
9360-AHGNL,25,Female,One year,109.55,4830.25,Yes,Fiber optic,43,Yes,Mailed check,Yes
1087-UDSIH,21,Female,Month-to-month,19.6,59.75,No internet service,No,3,Yes,Mailed check,Yes
5269-NRGDP,27,Male,One year,73.15,3088.25,Yes,DSL,42,No,Electronic check,No
6195-MELTI,28,Male,One year,54.65,3134.7,Yes,DSL,57,Yes,Mailed check,No
5485-WUYWF,24,Male,Month-to-month,66.4,94.55,No,DSL,2,No,Bank transfer (automatic),Yes
2121-JAFOM,30,Female,Two year,115.55,8312.4,Yes,Fiber optic,72,Yes,Credit card (automatic),No
8818-DOPVL,28,Female,Month-to-month,104.45,4863.85,No,Fiber optic,46,Yes,Electronic check,No
2632-UCGVD,29,Male,Month-to-month,100.05,6871.9,Yes,Fiber optic,66,Yes,Credit card (automatic),Yes
5445-PZWGX,23,Male,One year,102,6529.25,Yes,Fiber optic,62,No,Electronic check,Yes
1227-UDMZR,24,Female,Two year,91.15,6637.9,Yes,DSL,72,Yes,Bank transfer (automatic),No
5198-HQAEN,22,Male,One year,89.7,3165.6,Yes,Fiber optic,35,Yes,Electronic check,No
9170-CCKOU,23,Male,Month-to-month,90.2,1454.15,No,Fiber optic,17,No,Credit card (automatic),Yes
2167-FQSTQ,25,Female,Two year,92.4,6786.1,Yes,DSL,72,Yes,Electronic check,No
2819-GWENI,21,Female,One year,19.9,543,No internet service,No,28,No,Mailed check,No
1043-YCUTE,29,Male,Two year,25.15,1327.15,No internet service,No,56,Yes,Credit card (automatic),Yes
3814-MLAXC,20,Female,Month-to-month,79.85,2404.15,Yes,Fiber optic,31,Yes,Credit card (automatic),Yes
3572-UUHRS,20,Male,One year,18.85,867.3,No internet service,No,45,No,Bank transfer (automatic),No
2692-PFYTJ,28,Female,Month-to-month,25.75,25.75,No internet service,No,1,Yes,Mailed check,No
1226-UDFZR,21,Female,Month-to-month,49.6,114.7,No,DSL,2,Yes,Mailed check,Yes
5955-EPOAZ,22,Female,Month-to-month,20.95,109.5,No internet service,No,6,Yes,Mailed check,No
6821-JPCDC,28,Female,One year,97.05,4692.95,No,Fiber optic,48,Yes,Electronic check,No
8815-LMFLX,21,Male,Month-to-month,25.4,546.85,No internet service,No,25,Yes,Bank transfer (automatic),No
9135-HSWOC,22,Male,Two year,19.7,1274.05,No internet service,No,64,Yes,Bank transfer (automatic),No
8582-KRHPJ,29,Male,Month-to-month,35,1782.4,No,DSL,50,Yes,Mailed check,No
5811-IWXYM,27,Female,One year,101.25,5301.1,No,Fiber optic,52,No,Bank transfer (automatic),No
7044-YAACC,24,Male,Month-to-month,70.2,280.35,No,Fiber optic,4,Yes,Electronic check,No
8189-XRIKE,22,Female,Month-to-month,90.95,2897.95,No,Fiber optic,32,No,Electronic check,No
1506-YJTYT,25,Male,Two year,73.85,3371,Yes,DSL,45,No,Credit card (automatic),No
4123-DVHPH,22,Male,Month-to-month,88.05,801.3,No,Fiber optic,9,Yes,Electronic check,No
6425-YQLLO,30,Female,One year,105.95,6975.25,Yes,Fiber optic,66,Yes,Credit card (automatic),Yes
5442-UTCVD,27,Male,Month-to-month,91.85,257.05,No,Fiber optic,3,No,Electronic check,Yes
2228-BZDEE,20,Female,Two year,20.1,1079.45,No internet service,No,54,No,Mailed check,No
7734-DBOAI,30,Female,Month-to-month,40.1,40.1,Yes,DSL,1,No,Electronic check,Yes
2789-CZANW,27,Female,Two year,110.3,6997.3,Yes,Fiber optic,64,No,Bank transfer (automatic),No
2091-RFFBA,22,Female,Month-to-month,73.9,2217.15,No,Fiber optic,31,Yes,Electronic check,Yes
2114-MGINA,26,Female,Month-to-month,89.8,1129.1,No,Fiber optic,14,Yes,Mailed check,Yes
7596-LDUXP,23,Female,One year,85.15,979.05,No,Fiber optic,12,Yes,Credit card (automatic),No
3740-RLMVT,28,Male,One year,60.95,4119.4,Yes,DSL,67,Yes,Bank transfer (automatic),No
4489-SNOJF,28,Female,Month-to-month,72.25,2568.55,Yes,DSL,35,No,Electronic check,Yes
2192-OZITF,21,Female,Two year,73.55,3349.1,Yes,DSL,45,No,Mailed check,No
5651-CPDND,19,Male,Month-to-month,46,492.1,No,DSL,10,No,Mailed check,No
2186-QZEYA,24,Female,Month-to-month,58.55,1718.95,No,DSL,29,Yes,Bank transfer (automatic),No
1131-ALZWV,28,Female,One year,24.6,605.25,No internet service,No,24,No,Bank transfer (automatic),No
7729-XBTWX,19,Male,Two year,19.75,1344.5,No internet service,No,66,Yes,Mailed check,No
9134-WYRVP,28,Male,One year,86.35,4267.15,No,Fiber optic,51,No,Mailed check,No
3284-SVCRO,26,Female,Two year,25.5,1121.05,No internet service,No,45,No,Mailed check,No
9732-OUYRN,20,Female,One year,19,918.7,No internet service,No,49,No,Credit card (automatic),No
0559-CKHUS,29,Female,Two year,19.55,521.8,No internet service,No,29,Yes,Mailed check,No
2931-SVLTV,26,Male,Month-to-month,110.1,4469.1,Yes,Fiber optic,40,Yes,Credit card (automatic),No
6899-PPEEA,27,Female,Month-to-month,96.55,3580.3,No,Fiber optic,37,Yes,Electronic check,Yes
7504-UWHNB,27,Male,Month-to-month,69.75,1729.35,No,Fiber optic,25,No,Electronic check,No
2582-FFFZR,24,Female,Month-to-month,50.6,1073.3,No,DSL,22,Yes,Electronic check,No
8908-NMQTX,27,Male,Two year,65.6,4566.5,Yes,DSL,72,Yes,Bank transfer (automatic),No
2187-LZGPL,24,Female,Month-to-month,40.1,293.3,No,DSL,7,Yes,Credit card (automatic),Yes
1431-AIDJQ,27,Male,Two year,82.1,2603.1,Yes,DSL,33,No,Credit card (automatic),No
6288-LBEAR,24,Female,Month-to-month,79.1,1783.75,Yes,Fiber optic,23,Yes,Mailed check,No
4597-NUCQV,29,Male,Month-to-month,101.25,2440.15,No,Fiber optic,24,Yes,Electronic check,Yes
9019-QVLZD,27,Female,Month-to-month,79.55,79.55,No,Fiber optic,1,No,Electronic check,Yes
8413-YNHNV,26,Male,Two year,90.65,6322.1,Yes,DSL,69,No,Mailed check,No
5808-TOTXO,19,Female,One year,20.55,57.4,No internet service,No,3,Yes,Credit card (automatic),No
4369-NYSCF,29,Male,One year,75.75,4284.65,Yes,DSL,56,Yes,Bank transfer (automatic),No
6333-YDVLT,23,Male,One year,110,7138.65,Yes,Fiber optic,65,Yes,Credit card (automatic),No
5324-KTGCG,29,Male,One year,20.85,1539.75,No internet service,No,71,No,Electronic check,No
5599-HVLTW,26,Female,Month-to-month,80.35,1058.1,No,Fiber optic,14,Yes,Bank transfer (automatic),No
7394-LWLYN,25,Female,Month-to-month,70.15,123.8,No,Fiber optic,2,Yes,Electronic check,No
3707-LRWZD,20,Female,One year,84.05,2781.85,No,Fiber optic,32,No,Electronic check,Yes
6873-UDNLD,24,Male,Month-to-month,67.45,2731,No,DSL,40,No,Electronic check,No
2700-LUEVA,21,Male,Month-to-month,20.75,20.75,No internet service,No,1,No,Credit card (automatic),No
1455-ESIQH,25,Male,Month-to-month,89.1,89.1,No,Fiber optic,1,Yes,Electronic check,Yes
0958-YHXGP,28,Female,Month-to-month,69.9,497.3,No,Fiber optic,7,Yes,Mailed check,No
1101-SSWAG,26,Female,Month-to-month,51.1,711.15,No,DSL,15,Yes,Electronic check,No
2979-SXESE,26,Female,Month-to-month,94.4,1607.2,No,Fiber optic,17,No,Electronic check,Yes
4013-TLDHQ,25,Male,Month-to-month,78.25,1490.95,No,Fiber optic,19,Yes,Electronic check,Yes
5743-KHMNA,20,Male,Two year,25.55,1898.1,No internet service,No,71,No,Bank transfer (automatic),No
4194-FJARJ,22,Female,Two year,60,3273.95,Yes,DSL,54,No,Bank transfer (automatic),No
5325-UWTWJ,28,Male,Month-to-month,90.55,2929.75,Yes,Fiber optic,31,Yes,Credit card (automatic),No
3969-GYXEL,25,Female,Month-to-month,76.4,838.7,No,Fiber optic,11,No,Electronic check,No
9208-OLGAQ,23,Female,Month-to-month,84.95,1443.65,No,Fiber optic,18,Yes,Electronic check,No
3244-CQPHU,25,Female,Two year,110.1,7746.7,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
2674-MLXMN,30,Female,Month-to-month,99.65,6951.15,No,Fiber optic,71,Yes,Credit card (automatic),No
9708-HPXWZ,27,Male,Month-to-month,45.4,214.75,Yes,DSL,5,No,Credit card (automatic),No
6992-TKNYO,30,Male,One year,69,2669.45,Yes,DSL,38,No,Credit card (automatic),No
4468-YDOVK,29,Male,Month-to-month,48.65,235.2,Yes,DSL,5,Yes,Bank transfer (automatic),No
3754-DXMRT,30,Male,Month-to-month,44.15,92.65,No,DSL,2,Yes,Electronic check,Yes
5792-JALQC,27,Female,Two year,59.85,3103.25,No,DSL,52,No,Bank transfer (automatic),No
7130-VTEWQ,21,Female,Month-to-month,75.75,606.25,No,Fiber optic,8,Yes,Electronic check,Yes
2200-DSAAL,30,Female,Two year,80.65,5330.2,No,DSL,68,Yes,Electronic check,No
4302-ZYFEL,30,Male,One year,20.55,1403.1,No internet service,No,69,Yes,Credit card (automatic),No
9351-LZYGF,29,Female,Month-to-month,66.4,2727.8,Yes,DSL,42,Yes,Credit card (automatic),No
4366-CTOUZ,29,Female,Two year,100.2,5038.45,Yes,Fiber optic,50,Yes,Mailed check,No
6121-VZNQB,26,Female,Month-to-month,19.1,19.1,No internet service,No,1,Yes,Mailed check,Yes
7903-CMPEY,24,Male,Month-to-month,80.3,80.3,No,Fiber optic,1,Yes,Electronic check,Yes
1518-OMDIK,30,Male,Month-to-month,44.55,1462.6,No,DSL,33,Yes,Credit card (automatic),No
6671-NGWON,24,Female,Month-to-month,20.35,150.6,No internet service,No,7,No,Mailed check,No
0595-ITUDF,27,Male,Month-to-month,91.8,5960.5,No,Fiber optic,64,Yes,Electronic check,No
6996-KNSML,30,Female,Month-to-month,74.9,74.9,No,Fiber optic,1,Yes,Electronic check,Yes
1955-IBMMB,28,Male,Two year,20.2,1192.3,No internet service,No,59,Yes,Bank transfer (automatic),No
0096-BXERS,28,Female,Month-to-month,50.35,314.55,No,DSL,6,No,Electronic check,No
3806-YAZOV,30,Female,Month-to-month,18.8,56,No internet service,No,3,No,Mailed check,No
7998-ZLXWN,25,Female,Month-to-month,20.45,330.8,No internet service,No,15,No,Credit card (automatic),No
6253-WRFHY,19,Male,One year,64.75,877.35,No,DSL,13,Yes,Electronic check,No
9133-AYJZG,20,Female,Month-to-month,98.7,2249.1,No,Fiber optic,23,Yes,Credit card (automatic),No
2675-OTVVJ,21,Male,Month-to-month,89.45,2807.65,No,Fiber optic,31,No,Electronic check,No
8680-CGLTP,23,Male,One year,58.75,1696.2,Yes,DSL,29,Yes,Electronic check,No
8430-TWCBX,28,Female,One year,20.7,1032.05,No internet service,No,49,No,Credit card (automatic),No
5018-GWURO,23,Female,Month-to-month,85.6,4902.8,No,Fiber optic,56,Yes,Bank transfer (automatic),No
6741-QRLUP,19,Female,Two year,80.3,4995.35,Yes,DSL,63,Yes,Credit card (automatic),No
4737-HOBAX,21,Male,Two year,79.8,5034.05,Yes,DSL,63,No,Credit card (automatic),No
0537-QYZZN,28,Male,Month-to-month,79.85,1857.75,No,Fiber optic,24,Yes,Electronic check,No
3340-QBBFM,23,Male,One year,54.1,1992.85,Yes,DSL,36,No,Credit card (automatic),No
1704-NRWYE,26,Female,Month-to-month,80.85,751.65,No,Fiber optic,9,Yes,Electronic check,Yes
2592-SEIFQ,25,Male,Month-to-month,24.75,66.95,No,DSL,3,No,Electronic check,Yes
8200-KLNYW,19,Female,One year,80.9,1714.95,Yes,DSL,21,No,Mailed check,No
3372-CDXFJ,27,Male,One year,24.5,343.6,No internet service,No,13,No,Bank transfer (automatic),No
4781-ZXYGU,19,Male,Month-to-month,20.15,20.15,No internet service,No,1,Yes,Bank transfer (automatic),No
7632-YUTXB,20,Female,One year,20.05,520.1,No internet service,No,25,No,Mailed check,No
2718-YSKCS,29,Male,Two year,19.6,1387.45,No internet service,No,71,Yes,Bank transfer (automatic),No
9896-UYMIE,24,Male,One year,114.3,7383.7,Yes,Fiber optic,66,Yes,Bank transfer (automatic),No
0853-NWIFK,22,Female,One year,100.3,4483.95,No,Fiber optic,45,Yes,Electronic check,No
8212-CRQXP,29,Female,Month-to-month,80,1706.45,No,Fiber optic,22,Yes,Credit card (automatic),No
6980-CDGFC,23,Female,One year,20.85,1327.4,No internet service,No,67,Yes,Bank transfer (automatic),No
7691-XVTZH,24,Female,Two year,89.95,5974.3,No,Fiber optic,68,Yes,Bank transfer (automatic),No
2520-SGTTA,30,Female,Two year,20, ,No internet service,No,0,No,Mailed check,No
7481-ATQQS,20,Female,Month-to-month,90.85,4515.85,No,Fiber optic,49,Yes,Credit card (automatic),Yes
2277-VWCNI,21,Female,Month-to-month,48.75,179.85,No,DSL,4,No,Mailed check,No
1088-CNNKB,27,Male,One year,80,5040.2,Yes,DSL,63,No,Credit card (automatic),No
8642-GVWRF,20,Female,Month-to-month,79.7,165,No,Fiber optic,2,No,Bank transfer (automatic),Yes
1930-BZLHI,25,Male,One year,20.35,422.7,No internet service,No,21,Yes,Mailed check,No
3400-ESFUW,20,Male,Two year,57.55,3046.4,Yes,DSL,55,No,Bank transfer (automatic),Yes
5868-YTYKS,23,Male,Month-to-month,20.25,20.25,No internet service,No,1,Yes,Mailed check,No
3525-DVKFN,28,Female,Two year,19.4,358.05,No internet service,No,17,No,Mailed check,No
1482-OXZSY,19,Male,Month-to-month,100.4,2936.25,No,Fiber optic,30,Yes,Bank transfer (automatic),No
0377-JBKKT,19,Male,Month-to-month,57.95,1271.8,Yes,DSL,22,Yes,Mailed check,No
5778-BVOFB,29,Female,Month-to-month,59.5,530.05,Yes,DSL,9,Yes,Bank transfer (automatic),No
3373-YZZYM,30,Male,Month-to-month,19.2,19.2,No internet service,No,1,No,Mailed check,No
2057-ZBLPD,29,Female,Month-to-month,86.5,1808.7,No,Fiber optic,21,Yes,Electronic check,Yes
0228-MAUWC,22,Male,Month-to-month,59.55,1144.6,Yes,DSL,19,No,Electronic check,No
5502-RLUYV,23,Female,Month-to-month,103.95,7446.9,No,Fiber optic,69,Yes,Electronic check,Yes
0023-HGHWL,27,Male,Month-to-month,25.1,25.1,No,DSL,1,Yes,Electronic check,Yes
7663-YJHSN,24,Female,Two year,103.95,7556.9,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
4915-BFSXL,20,Male,Two year,68.95,4858.7,No,DSL,70,No,Credit card (automatic),No
3086-RUCRN,27,Female,Month-to-month,103.1,6595,Yes,Fiber optic,66,Yes,Bank transfer (automatic),No
5215-LNLDJ,22,Female,Month-to-month,24.7,149.05,No,DSL,7,Yes,Electronic check,No
7576-JMYWV,26,Female,Month-to-month,110.2,4972.1,Yes,Fiber optic,46,Yes,Electronic check,No
9039-RBEEE,24,Male,Month-to-month,48.95,1880.85,Yes,DSL,39,Yes,Credit card (automatic),Yes
0257-KXZGU,28,Female,Month-to-month,62.45,2045.55,No,DSL,32,No,Bank transfer (automatic),No
1307-ATKGB,30,Male,Month-to-month,89.55,2187.15,No,Fiber optic,24,Yes,Electronic check,No
8417-FMLZI,26,Male,Month-to-month,83.55,477.55,No,Fiber optic,6,Yes,Credit card (automatic),Yes
3714-XPXBW,29,Female,Month-to-month,78.9,2976.95,Yes,DSL,37,Yes,Credit card (automatic),No
1850-AKQEP,29,Male,Month-to-month,20.35,178.7,No internet service,No,8,No,Mailed check,No
2824-DXNKN,23,Female,Two year,71.45,5025.85,No,DSL,72,Yes,Bank transfer (automatic),No
5227-JSCFE,23,Male,Two year,46.35,3353.4,Yes,DSL,71,No,Credit card (automatic),No
0848-ZGQIJ,26,Female,Month-to-month,94.65,1461.15,No,Fiber optic,16,Yes,Bank transfer (automatic),No
3621-CHYVB,20,Female,Month-to-month,49.9,2782.4,Yes,DSL,57,Yes,Bank transfer (automatic),No
8042-RNLKO,21,Male,One year,25.45,1699.15,No internet service,No,66,No,Bank transfer (automatic),No
1792-UXAFY,27,Female,Month-to-month,89.15,1496.9,No,Fiber optic,17,Yes,Electronic check,Yes
5372-FBKBN,26,Female,Month-to-month,20.75,452.2,No internet service,No,21,No,Mailed check,No
0420-TXVSG,24,Male,Two year,66.1,4428.45,No,DSL,66,Yes,Credit card (automatic),No
6217-TOWGS,30,Female,Month-to-month,75.4,1322.55,No,DSL,17,Yes,Bank transfer (automatic),No
0515-YPMCW,20,Male,Month-to-month,70.45,70.45,No,Fiber optic,1,Yes,Mailed check,Yes
0378-XSZPU,30,Male,One year,60.3,3563.8,No,DSL,58,No,Credit card (automatic),Yes
1045-LTCYT,19,Female,Month-to-month,21.05,139.75,No internet service,No,8,No,Credit card (automatic),No
1544-JJMYL,29,Male,One year,69.35,1927.3,Yes,DSL,27,No,Credit card (automatic),No
4636-JGAAI,20,Male,Month-to-month,88.85,3000.25,No,Fiber optic,34,No,Mailed check,No
6874-SGLHU,25,Male,One year,97,3021.3,No,Fiber optic,30,Yes,Bank transfer (automatic),No
5951-AOFIH,22,Male,Month-to-month,66.4,2245.4,No,DSL,33,Yes,Credit card (automatic),No
4729-XKASR,22,Male,Month-to-month,24.75,24.75,No,DSL,1,No,Electronic check,Yes
3059-NGMXB,23,Male,Month-to-month,69.2,944.65,No,DSL,14,No,Mailed check,No
8652-YHIYU,21,Female,One year,79.5,1264.2,Yes,Fiber optic,16,Yes,Credit card (automatic),No
5278-PNYOX,22,Female,Two year,100.65,4917.75,Yes,Fiber optic,49,No,Credit card (automatic),No
5449-FIBXJ,30,Male,Month-to-month,103.3,2012.7,Yes,Fiber optic,19,No,Electronic check,Yes
3486-HOOGQ,21,Female,Two year,79.7,5743.3,Yes,DSL,70,No,Bank transfer (automatic),No
5061-PBXFW,30,Female,Month-to-month,61.4,1864.65,Yes,DSL,32,No,Bank transfer (automatic),No
8630-FJLIB,27,Female,Month-to-month,69.8,1221.65,No,Fiber optic,18,Yes,Electronic check,No
3891-NLXJB,23,Male,Two year,40.55,1390.85,Yes,DSL,37,Yes,Mailed check,No
4749-OJKQU,25,Female,Month-to-month,75.65,302.35,No,Fiber optic,4,Yes,Electronic check,No
0577-WHMEV,20,Female,Month-to-month,90.7,1374.9,No,Fiber optic,16,No,Electronic check,No
5453-AXEPF,29,Male,Month-to-month,80.5,1336.9,No,Fiber optic,17,Yes,Bank transfer (automatic),No
3639-XJHKQ,25,Female,Month-to-month,60.6,1297.8,No,DSL,19,Yes,Electronic check,No
3716-LRGXK,22,Male,Two year,101.15,6067.4,No,Fiber optic,60,No,Credit card (automatic),No
2263-SFSQZ,22,Male,Two year,24.95,1222.25,No internet service,No,51,Yes,Mailed check,No
9950-MTGYX,20,Male,Two year,20.3,487.95,No internet service,No,28,Yes,Credit card (automatic),No
3397-AVTKU,25,Male,Two year,60,2548.55,No,DSL,43,Yes,Electronic check,No
4825-FUREZ,19,Male,Two year,20.25,835.5,No internet service,No,42,No,Electronic check,No
9837-BMCLM,25,Male,Month-to-month,78.5,242.05,No,Fiber optic,3,Yes,Electronic check,Yes
2672-OJQZP,29,Female,Month-to-month,44.75,44.75,No,DSL,1,No,Mailed check,No
0137-UDEUO,27,Female,Month-to-month,19.85,63.75,No internet service,No,3,No,Mailed check,Yes
3134-DSHVC,20,Female,Two year,98,6218.45,No,Fiber optic,63,No,Credit card (automatic),No
6161-UUUTA,24,Male,Month-to-month,79.9,260.9,No,Fiber optic,3,Yes,Electronic check,Yes
7821-DPRQE,28,Male,Month-to-month,107.7,7320.9,Yes,Fiber optic,68,Yes,Electronic check,No
6543-XRMYR,23,Female,Month-to-month,99.7,2967.35,No,Fiber optic,30,Yes,Electronic check,Yes
2001-EWBQU,28,Female,Two year,104.7,6333.8,No,Fiber optic,60,No,Electronic check,No
4925-LMHOK,30,Male,Month-to-month,58.6,939.7,Yes,DSL,15,Yes,Credit card (automatic),Yes
1608-GMEWB,20,Male,Month-to-month,93.9,4200.25,No,Fiber optic,45,Yes,Bank transfer (automatic),No
6695-AMZUF,26,Female,Two year,86.45,5950.2,Yes,DSL,70,No,Credit card (automatic),No
1455-UGQVH,20,Male,Month-to-month,98.5,1037.75,No,Fiber optic,10,Yes,Electronic check,Yes
8410-BGQXN,22,Male,Month-to-month,19.4,93.4,No internet service,No,4,No,Mailed check,No
8280-MQRQN,30,Female,Month-to-month,50.45,50.45,No,DSL,1,Yes,Mailed check,Yes
1619-YWUBB,28,Female,Two year,24.95,1614.9,No internet service,No,68,Yes,Credit card (automatic),No
7611-YKYTC,19,Male,Month-to-month,75,1573.95,No,Fiber optic,22,No,Bank transfer (automatic),No
2037-SGXHH,27,Male,Month-to-month,94.65,3624.3,No,Fiber optic,38,Yes,Electronic check,Yes
3178-FESZO,23,Female,Month-to-month,100.25,100.25,No,Fiber optic,1,Yes,Credit card (automatic),Yes
